"problem_id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11"
0,3.23887944560101,-0.651738841143315,0.336801591709754,2.40586213792947,10.4601224334193,0.605274306701158,5.46126723022997,-1.12593854491465,0.336052565898165,-1.51958625458958,-0.807744864483783
1,-5.12628432063328,0.663001930328552,0.61040363327907,-0.034138509209333,11.8821317537595,-0.925375141517899,6.81996246565303,0.084021812736791,0.847959148731438,-0.313440962670474,1.23002579418386
2,-3.79773457056242,-2.10069423379875,-12.0631359188765,-0.225026757700847,-10.980598700257,-1.16727140437685,11.8283252666059,1.26357366599529,1.10244679476229,-0.733041015086296,0.124910768330031
3,5.99502091750549,0.674697895843861,-3.66815658455926,0.999422596217796,-8.39498443112357,-0.267133806886679,9.55233209338443,1.03421552119576,-0.533011516071994,-0.851471425594253,1.23581563067771
4,10.328853197165,-0.084395034915951,-7.14209742072583,2.3953426304531,10.5589741673243,-1.57143633419715,9.57713642997783,0.443217672745059,-0.213774596791157,0.375723357174255,-0.687821998427422
5,-9.39775128207248,-0.021959599047881,6.54645619254822,2.57887885793991,10.9328420929722,0.822624775242351,-2.9357973006031,0.784678206052815,-0.412605566770692,-0.646664160009945,-0.841125008383479
6,0.541946818098435,-1.56066463625555,-6.53294481055917,1.58428563595018,5.84724283877954,0.69827389231337,11.7471718211402,0.438121222703899,0.815980901381083,-1.2771184808197,-1.14698766272002
7,-7.431032153798,1.87958620622269,-9.41300341945812,2.64829067630148,-11.2077549558905,1.65260779759037,-10.7485490892155,-1.55772192285742,1.329110585879,0.294970919164277,-1.00413993300101
8,6.46649899269298,-0.943297378091746,12.3710499416161,0.409486318784527,9.49046890714134,1.10522946174966,3.23985978792016,-1.45951796273248,0.778495504453248,1.046899537646,1.33635957020934
9,-10.631282705181,0.721587673021288,-6.3323416637064,0.688832021667078,-6.80752986281008,0.894765042655526,-4.60263061928795,-0.537912670978865,-0.843743796511507,-1.33781249040486,0.418058538651272
10,-1.23357625276795,-0.78878757432978,8.73826253055513,-0.348389266677382,-12.4851545619207,-0.69155442072151,2.47510489857135,1.0469144667219,-0.83600369166597,0.551273936435807,-0.053563264852576
11,-7.92630152411642,0.525890254981765,3.19582609630662,1.22748011844581,-4.31342062356331,1.07235544757096,-7.48420891911739,1.32234117671678,0.580429658025363,0.481073026949166,-0.762572819188849
