problem_id,px,py,pz,qw,qx,qy,qz
0,0.528,-0.024,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
1,0.527987367571332,-0.022994796182266502,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
2,0.5279494782642407,-0.021990227272809217,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
3,0.5278863560104246,-0.02098692777888269,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
4,0.527798040679252,-0.019985531405951405,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
5,0.5276845880525791,-0.01898667065742783,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
6,0.5275460697895166,-0.01799097643516972,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
7,0.5273825733811682,-0.016999077640988958,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
8,0.5271942020953698,-0.016011600779423717,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
9,0.5269810749114631,-0.015029169562024752,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
10,0.5267433264451452,-0.014052404513405807,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
11,0.5264811068634434,-0.013081922579306989,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
12,0.5261945817898657,-0.012118336736918601,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
13,0.5258839321997898,-0.011162255607711618,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
14,0.5255493543061549,-0.010214283073019316,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
15,0.52519105943553,-0.00927501789261288,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
16,0.5248092738946348,-0.008345053326511902,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
17,0.5244042388273998,-0.007424976760268636,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
18,0.5239762100626548,-0.006515369333962684,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
19,0.5235254579525418,-0.005616805575140486,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
20,0.5230522672017546,-0.004729853035931389,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
21,0.5225569366877134,-0.003855071934569569,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
22,0.5220397792717877,-0.0029930148015481772,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
23,0.5215011216016856,-0.002144226130629239,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
24,0.520941303905137,-0.0013092420349297453,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
25,0.5203606797749979,-0.0004885899083010778,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
26,0.5197596159459135,0.0003172119077842102,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
27,0.5191384920626809,0.0011076544516280193,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
28,0.518497700440458,0.0018822384627777723,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
29,0.5178376458169672,0.0026404746973700682,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
30,0.5171587450968564,0.00338188423714755,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
31,0.5164614270883714,0.004105998791953971,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
32,0.5157461322325122,0.004812360995516279,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
33,0.5150133123248409,0.00550052469432696,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
34,0.5142634302301182,0.006170055229444159,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
35,0.5134969595899476,0.006820529711031576,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
36,0.5127143845236134,0.007451537285464764,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
37,0.5119161993223007,0.008062679394835064,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
38,0.5111029081368907,0.008653570028687364,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
39,0.5102750246595275,0.009223835967832508,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
40,0.5094330717991599,0.009773117020080602,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
41,0.5085775813512603,0.010301066247746085,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
42,0.5077090936619316,0.010807350186781021,0.279,0.15140877676375633,-0.15140766446413628,0.6907014848345591,0.6907116332506307
