problem_id,px,py,pz,qw,qx,qy,qz
0,-0.443818491752094,0.496732023452169,0.315229727617222,0.004512400021607,0.849987760390284,-0.018724455508696,-0.526450225756109
1,0.203030922529283,-0.490735339644301,0.464616207895081,0.828957518460423,0.348735629912186,-0.067001999909469,-0.432115291358475
2,0.167124493857612,-0.652110164705908,0.284051017416839,-0.135392681983272,-0.039704649895218,-0.487674954086141,0.861548316462376
3,0.512368061324581,-0.055181826053581,0.085690699633752,0.281538673299579,0.46316154305348,0.729913278609021,0.41646604445412
4,-0.744870469779766,0.166774423460118,-0.140474142477854,-0.174869862511247,0.636551447164185,0.634461920066099,0.402095583517797
5,0.14481140586123,-0.390721628097418,0.820580210294393,0.082178704114039,-0.145238629036892,0.76737648322178,-0.61910074642484
6,0.860189316335148,0.084872800387792,-0.094053837770989,-0.297944811636597,-0.369124180942012,0.353213965446566,0.806359797408225
7,-0.397673736322917,-0.857105907574702,0.578800195521993,0.66459802145858,-0.21098629124313,0.615147398193196,-0.367950993037049
8,-0.028339375026592,-0.67075075755655,0.791523304635771,-0.576728477892847,-0.20142510186325,0.216618726473924,0.761504115857291
9,-0.490693223618425,0.831265663937237,-0.059263077475995,0.703576103142751,0.629457873249308,0.329680811587814,-0.008603218102463
10,0.436183097618162,-0.103264150270878,0.984587914089652,0.57815543645987,0.584965338834998,0.06736538531089,0.564813020844481
11,-0.765250074619876,-0.241534452640238,0.529367870971859,-0.233739978845611,-0.163521816884709,0.779665379499832,-0.557447875322312
12,-0.38021892364429,1.03835528366514,0.481549821389735,-0.063629087035541,-0.454078800746633,0.398595743769445,0.794282830636799
13,0.743750697657288,-0.420916644316021,-0.295418823229162,0.753300984743981,-0.020217934899018,-0.028786099000099,0.656734514089616
14,1.00458420069793,0.733723940052153,0.104516221667779,-0.192099220963589,-0.466330705946359,0.10442014914778,0.857163925074258
15,0.846702225440092,0.670944694364705,0.626247720310428,0.71149540727148,0.280521945131147,-0.219655440162578,0.60566757494389
16,0.775953504077797,-0.435136879806647,1.0303458998353,0.44481360669186,0.456711806163312,-0.014999927293964,0.770279289345106
17,0.902314402653662,-0.314395888471058,0.456386916238787,0.80220590516249,-0.212699524206817,-0.141331736397366,0.539675771562453
18,-0.489087497595706,0.430290173397129,0.534754132950322,-0.31222060874596,-0.047984672273347,0.042742123461719,0.947833779511526
19,-0.770327329090243,0.161877488907898,0.725984756300954,0.731918345213563,-0.442746220349773,-0.392347941494963,-0.338133720753334
20,0.671743212718169,0.140367875952102,1.16004355549828,0.247484447668039,-0.007548153084778,0.729353632931942,-0.637759948316318
21,-1.16597102914445,-0.07676534814283,0.653858232865245,0.73179544429673,0.639616629094829,0.09279721610918,-0.216228287174239
22,0.99609573170388,0.76691520048917,0.551941650294592,0.270716298452704,0.4258743220644,-0.453660624898721,0.734530996605831
23,0.149175157675779,0.616115043028452,0.762931240672981,0.254717816120735,0.451221088182001,0.679403864724257,-0.519546679643203
24,-0.572881923105326,-0.83471957423614,0.09596156730428,-0.526188779496137,0.152236919827025,0.799409091524777,-0.246767892890214
25,0.303654382424403,1.01232817385482,-0.127141629656071,-0.098797609427074,0.882123694912417,-0.410680536727236,0.208418607612157
26,0.107536808995182,-0.141032587702914,1.33436920002039,-0.397291273204219,0.731425221841158,-0.191146650214371,0.520230475080236
27,0.707319777297749,0.355724471995126,0.105494831315788,0.254230462104089,0.676683765438959,-0.023484972251652,0.690589899874037
28,0.062903236419342,0.202004279209087,0.924462287064522,0.801532365015267,0.007981801480522,0.58208211770009,0.136611005896073
29,0.20303203262856,-0.732205759193863,1.19854590022663,0.984168854820012,-0.128967419330086,-0.094939730872238,0.075931004573301
30,-0.290076131727587,-0.672836659230404,0.549079102354706,0.794628566149161,-0.391008611422194,-0.454807399376085,0.093957102585057
31,0.475456560412674,0.003076473783716,1.42757306375345,0.814608446224242,-0.387613787605828,0.063297923073685,0.426804409457714
32,-0.798890246471066,-0.416689903948313,0.155090297296034,0.308907875305905,-0.021758335209127,-0.611936313251704,0.727761257519821
33,0.681014196064496,0.251038618223166,0.442519099362836,0.333047891982353,0.558847943882191,0.651251177187287,0.390691670600912
34,0.384862028595514,0.855631132394717,0.588722771811585,-0.2122113766621,0.454777878650567,-0.267886736679023,0.822423314976376
35,0.467035002834089,-0.041833793627644,0.764908357772753,0.112915571546318,0.435002205709,-0.19505731385013,0.871765908397573
36,0.419926422576161,-0.296383848381848,-0.084480578797559,0.377981374127341,0.907797229523098,-0.090462171309347,-0.157641575877031
37,0.687180215325617,0.260276726240195,0.857425844747733,0.475278858824593,-0.048356396548924,-0.464119983930003,0.745898321344142
38,-0.408585943302725,-0.262407386621235,-0.852296183843924,0.860093680535903,0.135963099607219,-0.484931129548573,0.081207732649957
39,-0.400294981414416,0.165481926895146,1.04222321021276,-0.29787724936078,0.913969473343232,-0.127402900299666,0.244330610250096
40,0.584894685240147,0.218452688549773,-0.185109118345594,-0.49294352643187,-0.116436230517581,0.862046460214885,0.018032870064309
41,0.085363029231347,-0.641505053603603,1.18627332972786,-0.481975521009649,0.673862478462058,0.372140429372427,0.418473963461235
42,0.552837069927861,-0.519980231119228,1.0946474827619,0.876409616392955,-0.435875393723124,0.03987018545079,0.200821298055722
43,0.541545627413242,-0.049570041992319,0.872074013352931,-0.021603219432322,-0.625438170836196,0.693242924247344,0.357455792164882
44,-0.105023267487627,-0.433277756921708,0.582635636061424,0.675798157015226,0.479051857377817,0.188505452317045,-0.527514799189969
45,-0.669938020354859,0.636583746618082,0.348431289622688,-0.394127557555739,0.650298123342746,0.577974976656866,0.29617688213388
46,-0.08951318968437,-0.806439191714656,-0.279817475294441,0.395552812389826,0.480896403406578,0.767972685767171,-0.149981917965719
47,0.927152282596886,0.339748428117299,0.64665949405651,-0.028280590351407,-0.169945002382135,0.767809871657837,0.617079334737024
48,-0.779371464285788,-0.007552550069908,1.2900124900262,0.052408624732539,0.806908373671061,0.570763534159812,-0.142762742431516
49,0.916620049408757,0.663422763342644,0.707151982682676,0.120647011250841,-0.501208084971335,-0.422939347098308,0.745222827690929
50,0.132595246818371,-0.161602667915733,0.715944393100319,0.006782930004321,0.001618885245885,0.99510219372605,0.098605248910589
51,0.732259029654663,-0.182717861081937,0.996492535250306,-0.09531178846846,0.666573853080508,0.734629458375119,-0.083153594365058
52,-0.353355687087491,0.332838960517461,0.586190106747231,0.477071538712917,0.775766398444813,0.165364215394428,0.37847578292546
53,-0.248958658590063,0.081472171501626,1.31937635889994,0.439377795433171,0.300451908531396,-0.554907152041829,0.639338608370365
54,0.415120881225787,-0.525372030501133,-0.534859913051062,0.943987735567489,-0.177400821676103,-0.127659535058302,0.247222868431515
55,-0.292402151310938,0.790566549841652,0.745949960453359,0.175631149009819,0.323182423780819,-0.572029918385746,0.733136135331114
56,0.157598956406989,0.102766902289792,1.52402746981135,-0.554307064019355,0.181146202869612,0.635400193518983,-0.506158400147823
57,-0.307230936628306,-0.137153381381844,0.162681613130519,0.60103067673163,-0.295413096464482,0.562202067852722,0.485203115166121
58,0.02746459626288,0.294280569072069,0.386393932826685,0.691268095463326,-0.50933359941238,-0.501710494873936,-0.104948959201538
59,-0.025825716873286,-0.912954715389925,0.634728338478983,0.912927676387866,0.360123081461357,0.039974129823032,0.187820373838196
60,0.500258942056408,-0.597784335437131,0.01267212019617,0.755670371342627,-0.094718267160493,-0.647856947613132,0.016495913748732
61,-0.198901681723038,0.089716455294342,0.95003709494726,0.735718110176459,0.312543581847161,-0.596191003947433,-0.074777393754247
62,0.69710990455067,-0.5752226175238,0.256122532200673,0.572955894429556,0.172576698285219,0.566555408793425,-0.566527841340843
63,0.283555429743664,-0.497734402540469,0.272467667620372,0.511850084427503,-0.183379483996185,-0.560585312782102,0.624600322617467
64,-0.013583060125333,0.13865012347558,-0.232360404704045,-0.515190098315703,-0.38390334153933,0.766254291157928,0.00719362457
65,-0.029819689409884,0.24432246718479,0.127940148299473,0.160409562656887,-0.273271475837578,0.382917499886059,0.867735939662976
66,0.016292534940223,-0.4152865120069,0.051038844734945,0.682936663871427,0.090676235227882,-0.316948745120653,-0.651857980292876
67,0.132237931674251,0.866503899733429,0.25617356329426,0.300309164767501,0.607875745719135,0.124480728270183,0.724434974040028
68,-0.326135920145328,0.691502112008146,-0.081945712979864,0.137447947792161,0.927299213309078,-0.211273192595751,-0.27674513317218
69,-0.208899255138597,1.09027606187398,0.343237014336016,0.236979401390085,-0.371747670838778,0.513145565866263,0.736427906026471
70,0.341891136028775,0.493671043016188,0.489659712914036,0.182048282478126,0.720191508929453,-0.301462835581326,-0.597748084125704
71,0.154805575906577,0.09447807265568,1.57892634024363,0.13336629025017,0.155399988806743,0.766051563172448,-0.609285875976803
72,-0.176389489565317,-0.307969661837395,0.118779849008328,0.691823363609279,-0.195606769021915,-0.686117708373141,0.111179655215964
73,0.422341037208548,0.578192493322379,0.832580610594546,-0.212669079861074,-0.000947833515796,0.030225571105692,0.976656223516753
74,0.272830507013904,-0.17650950335963,-0.389862961653503,-0.525275433516327,0.131690504585294,0.810278129771196,0.224037234317865
75,0.305006605748322,-0.1678994444301,0.565243923497114,0.710943055776564,-0.192811285298541,-0.634640189798473,0.233699827122668
76,-0.934555354208931,-0.432387639986281,-0.530977403527352,0.648003900474441,-0.545482369219408,-0.024684693595983,-0.530971369984074
77,-0.209634622026405,-0.502596604642073,1.13773933772434,0.695780062388141,0.134460623397319,0.442451952653504,-0.549587768360851
78,0.122032234873267,-0.098445851976354,-0.059934210706238,-0.118236199698209,-0.161491063535649,0.611508118035401,0.765505492505346
79,0.366359627778378,0.943318747579589,0.19299763323213,-0.204376899773367,-0.488140517385873,0.564912495046797,0.633105671326108
80,0.733655860421528,-0.97087310816882,-0.163197683235317,0.473190443444171,0.160286398737703,0.817749718247521,-0.28580495607828
81,0.391286189356938,-0.557222187085347,0.263814097592993,0.636693051020032,-0.380669983452531,0.288858284137278,0.60520510090904
82,-0.21010260097481,-0.803501369142245,0.691917405194062,0.522560345505585,0.014717455027656,0.484220233393552,0.701601630125591
83,-0.588732191141131,-0.501188042293968,0.807959392792694,0.91540395356599,-0.086075379649197,-0.158510567044535,-0.359862516732741
84,-0.433116655897034,-0.901330923902086,0.327189461727507,0.5712393519422,0.777864957605816,0.240118418704751,-0.104665445684267
85,0.178454723891371,-0.571233710802438,0.253099632614229,0.532889018293492,0.688381728499238,-0.358241476789982,0.33737654684037
86,-0.191682196584013,-0.414982631851317,1.34264957914584,0.390691762438209,-0.305026260168629,-0.005858779713375,0.868495597035895
87,0.740816298087217,0.485698680855955,0.595662171719989,0.006157617543932,0.995673357927735,-0.083936208402292,-0.039387320017204
88,-0.23909087079245,-0.382655147020493,0.349211098539922,-0.142633578039123,0.455479902250506,0.753912604531262,0.45145266173821
89,-0.252552218110309,0.752121806865029,-0.264295906118597,0.567445040191698,0.722482459814472,0.202434575075458,-0.339183526186475
90,-0.870946370935731,-0.333876079465537,0.023764109192885,0.113152323464735,0.666056854590813,0.71327057578223,-0.186574124332426
91,0.501089026352741,-0.575166938434091,0.820805851873243,-0.479777152049338,0.11081377690148,-0.401674845857008,0.772134385600074
92,-0.881593457396927,0.499303136515485,0.545711752616177,-0.138888969762378,-0.054584017729784,0.324695103022828,0.933971910262731
93,-0.642889175145391,0.168456533963175,0.495989031684278,0.597485489489716,-0.166647230833348,-0.294186832463143,0.727113400997474
94,-0.828214038745419,-0.707787890003308,0.495227967344877,0.106967965574642,-0.201152788564747,-0.292679110486273,0.928673434678958
95,-0.109043228646625,-0.772411853640489,0.70574955014344,-0.303675221726756,-0.403472665738483,0.842483640029631,0.187649897398082
96,-0.33494005623208,-0.858839341285586,0.02209027014506,0.323077558814371,0.032281650137647,0.717406242465082,-0.616366018958759
97,0.39135697130821,-0.691913715161095,0.235482984468628,0.602392732024372,0.348920828148082,0.561727404194504,-0.447034199436211
98,0.614018194753256,-0.5329892116803,0.171349040500584,0.936858829112429,0.006558975095,-0.044880500526722,0.346753882216569
99,0.843663757681064,0.404952026380609,0.002679189180798,0.653023529306264,0.34554045879495,0.615420665433439,0.274626047682353
100,0.493635863049666,-0.98387549867665,0.169824951624374,-0.5824822156106,0.650073722663587,-0.406038418928467,-0.27065000638046
101,0.236991376867333,0.563770829507386,0.81273601609434,0.809297627790013,-0.305378126438443,-0.074807804413024,-0.496170678240167
102,0.090078706270155,-0.522971878759416,0.309658378241864,0.15017607254337,-0.181349517364096,0.971462063066825,0.028652396221027
103,-0.206442441092986,-0.519783761269222,0.034397277651833,0.406131993767133,0.848338645117471,-0.305396086457306,0.148699620764642
104,0.057171767768596,0.353367351501612,0.363048398540326,0.778040483834951,0.263168164766143,0.561859857680372,0.098534374179202
105,-0.545273216865487,0.383916405288647,0.283991206794848,0.581765231143269,0.398489195524316,0.452968580978769,-0.545504391851507
106,-0.115469888562958,0.752362063554779,1.03997339318554,0.281656720619661,0.953696677796855,0.093591096117175,-0.048711859096184
107,0.149390040115898,-0.988431533751284,0.843513629919245,0.76415818747218,0.175666698586969,-0.314021461826058,-0.535344745971616
108,-1.09039197339047,0.365540947814889,0.58360284448629,0.370425431168097,0.078628767595096,0.798642561634246,-0.467731307052131
109,-0.895519326497348,0.624703593792415,0.16451376637662,0.210456969632294,0.250538626608022,0.261051720984772,0.90817964053454
110,0.429244381888944,0.16269530126228,-0.308744759044495,-0.374645838560232,-0.471404167949079,0.528813646439399,0.598142736668433
111,-0.006404210857895,-0.399591097660231,0.980610906836847,-0.199988526694181,0.520732572818589,0.825676069787942,0.084268645271905
